,V01,V02,V03,VB,V10_12,V13_15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31_32,V33,VD,V36,V37_39,VF,V45,V46,V47,V49,V50,V51,V52,V53,VI,V58,V59_60,V61,V62_63,V64,V65,V66,V68B,V68A,V69_70,V71,V72,V73,V74_75,V77,V78,V79,V80_82,VO,VP,V86,V87_88,V90_92,V93,V94,V95,V96,VT,VU
R30,2.122094009124238,1.177189946789097,0.7485036798636336,1.1968299850362476,0.1428145991058245,0.0,1.1667637536455477,0.0,0.0,0.012123480399475766,0.0,0.0,0.0,0.0,0.00048493921597903065,0.0,0.0,0.0,0.009698784319580612,0.0,3.0817887175467393,0.0,58.44269208332087,0.16245463735297525,0.0,0.08995622456411019,3.0871230489225088,0.23689280700575643,2.9106051743061423,0.020367447071119284,30.651310554778597,0.19033864227176953,7.990585931294477,2.784520978151594,0.0,0.0,0.002424696079895153,0.2075539844390251,0.0,0.06401197650923204,0.0,0.0,0.0,0.020852386287098318,0.0,0.03637044119842729,0.01333582843942334,0.0,0.02739906570281523,0.0,3.9745618141641352,0.0,0.0,1.4511806038172492,0.22331450895834362,0.009941253927570129,0.0,0.0009698784319580613,0.0019397568639161226,0.054555661797640945,0.0,0.03879513727832245,0.008486436279633035,0.0,0.0
R31_32,12.783617281379936,2.133899340743908,0.01366687062852133,0.09558320700444109,1.789001854012963,2.5999311404369645,1.4449532412340997,0.023853358053506173,0.07359737164551548,0.0018675226945805545,0.10551503224380131,0.21586864601447048,0.10381728433963718,0.18777091820055394,0.14464812143478475,0.17334006101515873,0.11680505580649285,0.12622755667460384,0.13064170122543062,0.1606069517339277,2.853574677319087,14.990604669398111,1.179765018603661,0.875443706782239,0.1065336809862998,0.30907500595308174,9.462992155625294,1.2391013078541977,17.380184844509138,8.494681638485277,1.469231036263647,0.04218903541847889,0.0,2.049945706882991,0.3409926665513676,9.283115765179105,1.2952118760868228,0.5903069462778716,0.6430220187021681,2.792880189745219,3.015709602166762,0.9964931323491422,0.6158580522355419,4.466604961065436,0.0,2.2274452502633526,1.5084490128498385,0.03675624212515363,6.62206570019223,6.037361321998099,2.5863491572036517,0.31730908328827784,2.9853199146822242,2.817073097379558,5.180592842161666,7.646911222540913,3.0341301669269436,1.5821312718905625,2.264710816759755,3.354664971233133,0.1611162761051769,0.4545720013399486,0.1149375331119123,0.0,0.0
R33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD,0.08552093318247349,0.00211458228638276,0.001955049731678409,0.007302804435094663,0.08498367471517149,0.008920011392851507,0.1350522221100437,0.00357598118487582,0.006715575653965033,8.380114741279101e-06,0.008929477818762951,0.010910599018525341,0.00746761335833982,0.07226079829018954,0.021171583957291528,0.019955381008635892,0.002610560929218463,0.007271611785779902,0.007865048059310483,0.0036222270032628787,0.011493948116904379,0.013118448878232335,0.0075951773271792904,1.6850455384605971,0.013588666427604106,0.011605217418191364,0.04423691865880211,0.013764804024480992,0.025035282414951263,0.08551627756317277,0.035266936952122976,0.00046866567627153476,8.706008092328843e-05,0.032980096751613924,0.0014339307446188682,0.03225382014070306,0.0005551050079547285,0.0029615946244920433,0.026083727881471293,0.005348841014586421,0.006822189335951305,0.003635107549994845,0.0006025923248219767,0.15438809537706505,0.0,0.0007309322302115658,0.002186434010923727,0.0017269243859435893,0.00024085070515676233,0.0005388103404022414,0.002143447126047165,0.0003816055953482465,0.0007421057165332714,0.00922992045096881,0.044006465503416935,0.08082667224156698,0.028935294703156544,0.008245722530798586,0.02464545189217176,0.01773589210067712,0.008840555490119379,0.0004365419030966316,0.004615425787414476,0.0,0.0
R36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R37_39,0.03566058500041112,0.04168210211529093,0.0023106440564613956,0.0024863381897868007,0.18034204176155952,0.0421133513516351,0.03326475590961013,0.006793506488582349,0.006628460484549393,0.0,0.011436090860090037,0.007389801728959486,0.0047543897290784004,0.02766383990178204,2.0279628440701094,0.051382547900711804,0.0017409691393153828,0.004839574763417991,0.01550367624980549,0.004828926634125542,0.009929380565208529,0.012085626746929416,0.019608530092044513,0.09257483606855008,0.06564571708794702,1.9424370695931605,0.30136867929953287,0.025438380879660244,0.30000039468545325,0.03973881851941901,0.021376119554591014,0.000516434270683768,0.0,0.0470860277312087,5.324064646224412e-05,0.04391288520205896,0.0004631936242215239,0.0028324023917913875,0.001213886739339166,0.0017995338504238514,0.010909008460113822,0.0,0.0,0.17733926930108898,0.09984218431064641,0.0008997669252119257,0.006884015587568165,0.0020071723716266034,0.0002342588444338742,0.0014907381009428356,0.007831699094596111,0.00029282355554234265,0.004131474165470144,0.22069312771529434,0.4743635118493027,0.20827740896029903,0.06018322676092076,0.023819865227208022,0.029766845437040692,0.03396753244291175,0.06315405483351397,0.00043657330099040187,0.0020870333413199695,0.0,0.0
RF,4.82334273451497,21.55874494375148,0.11145014280400459,1.2671992991744294,1.54008451665078,0.18327808351725094,1.549532887918576,0.04460037619959709,0.06187159249556864,0.031189784722725076,0.27166607279663474,0.1756584292690282,0.7349410510885772,5.583073060757765,0.3903294882889568,7.502616358970038,0.1764711923888386,0.29635375256087637,3.1651027793217494,0.0,0.8398890889340983,0.25713793203002333,15.970084136545026,13.455293448461592,4.429762193746772,4.9030951156463685,1892.9888031572161,3.2255520363576498,5.660691938699659,1.3633085380920122,228.9788393856814,0.18226212961748792,0.0,16.701469348984432,0.0,3.525563222957673,0.03637114961151653,0.03677753117142175,0.29858885114035505,0.9511360409581503,0.6456387032994068,1.020728883091918,0.0,36.26142659034213,89.31880624234665,1.4159349500997374,12.255248702061499,0.06817050667409943,0.03870784358097151,0.5184412750490751,0.2911723876720849,0.0577061815065402,0.22452581184763,8.216120782773615,113.23497061510828,30.915375574399082,1.396327039834311,2.8143954931235506,5.215297749043547,1.7631879930387415,20.429207397994947,0.00020319077995260634,0.35710779576670565,0.0,0.0
R45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R58,0.00480441974428064,0.02567879518494825,0.00020952337627187377,0.0006821691320479612,0.041344322038763925,0.003956580965878174,0.0010329989713869126,0.00012668855309462134,0.01409166521344788,0.0,0.0004970089390635145,9.745273314970874e-06,0.0001705422830119903,0.000648060675445563,0.000302103472764097,0.0006870417687054464,0.0026896954349319604,0.0013984467206983203,7.308954986228154e-05,0.0002290139229018155,0.00035082983933895135,0.0006188248555006504,0.0013594656274384365,0.02637070959031118,0.0017151681034348735,0.007635421642279679,0.01499797563174017,0.0304783422925714,0.17257904513481917,0.2462484387593415,0.007328445532858096,0.0018710924764744074,0.01798490190277874,0.021493200296168257,0.002465554148687631,0.009896325051352921,0.3694920377371206,0.007533096272472483,0.010549258363455967,0.13716472190821502,0.08914976028535353,0.03166239300034037,0.00024850446953175726,0.010023013604447541,0.0,0.06282777706161721,0.028387981166510146,0.01948567399328426,1.0880841287997853,0.005881272445584921,0.0336894098498543,0.0009647820581821163,0.0292748010381725,0.0028212566246840673,1.0605391137750202,0.29337170787388317,0.014837178622043153,0.045408101011106775,0.20526956446988895,0.05465149275035664,0.0970288137605075,0.000458027845803631,0.0007747492285401843,0.0,0.0
R59_60,0.0066331272419056855,0.0042210809721218,0.0,0.0,0.5494942908351415,7.537644593074644e-05,0.0,0.0,0.09527582765646349,0.0,0.014095395389049583,0.0,0.0,0.0,0.0,0.0,0.0,0.0058793627825982206,0.0,0.00037688222965373216,0.00738689170121315,0.0,0.0,0.10839132924841338,0.001959787594199407,0.06007502740680489,0.045678126234032335,0.12082844282698652,0.2845460833885678,4.935875808883068,0.057813734028882506,0.0,0.0,0.04085403369446456,7.537644593074644e-05,0.5303486735687318,0.1359037320131358,21.368468656907304,12.55613298669781,0.050200712989877126,0.0,0.0,0.0,1.141727026513016,0.0,0.09324066361633333,0.060979544757973854,0.006030115674459715,1.037707531128586,0.0033165636209528428,0.0,0.013115501591949876,0.04153242170784128,0.063014708798104,1.1353954050548332,0.2870335061042824,0.11668273830079547,0.09504969831867124,1.1085613903034877,0.3209529067731183,0.27376725162047105,0.007010009471559417,0.0011306466889611962,0.0,0.0
R61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R62_63,0.4022114532199188,0.7243419258247131,0.005306741048869725,0.07028609155151926,1.0354072787956938,0.24018648715336438,0.5408359494486381,0.11237306444441691,0.13331775517984956,0.0004516375360740193,0.06444303092856163,0.2694017902681525,0.06500757784865414,0.2273994994132687,0.05600305447317838,0.29810900115485733,0.09941671262829349,0.351599821833624,0.13566062489823355,0.3399419279337134,0.039292465638439675,0.1983535603745083,0.22821809244740285,8.783898439103602,0.15273816923103242,0.12321236531019339,2.5657810697825085,3.877449383925478,8.52225916898672,4.243614516297489,10.456566281299736,0.020521280545363247,3.963316970471551,1.8965389233588255,0.3422283429600881,0.9559755271386756,0.44997212265974634,1.0884182345923819,8.288621426106431,39.780798724319716,17.092250780067264,4.617457486782759,2.4668442220362934,1.7274288934451096,0.0,3.2453826521898885,0.683863911654079,0.2256776313069865,1.5683960260550458,0.7716227303824619,0.5617241854920615,0.1872319860486856,1.661433358486294,0.8045358158238561,10.13533908376709,0.7585816965283246,1.806550144296077,0.11065119633813472,0.8802980125002727,0.1134457035925927,2.4827644451829025,0.6971025369302487,0.05919274457170115,0.0,0.0
R64,0.24515674547527638,0.11910104728126547,0.0053617602120746835,0.016132987845229162,0.17692218459546283,0.027397189971436486,0.19466926634536502,0.006429871613689166,0.015011868433608999,0.0,0.03517611543977024,0.01927371243806579,0.023259914790493042,0.043901233886705415,0.01795381298892432,0.035650537129321085,0.010742073227651356,0.01472562517957832,0.014502991537554457,0.008666809635928925,0.014312162701534004,0.026583517017849268,0.006822130887731209,0.6655261672233322,0.020842749534233963,0.0311554578808393,0.5225211578300047,0.13331514516428897,0.7727004122533194,0.7369465095044873,0.18063539569636083,0.002796172527799699,0.19236871871111844,0.3414033892425922,0.02100442396475129,0.21960688465253786,0.008982207295462728,0.03146290433887225,0.1045821533407093,0.04876736920522697,8.219329267463461,0.5293379879167355,0.435110949330636,1.28529316980926,2.0013995801800135,0.1974468860696627,0.031977082035927355,0.0018287763451960118,0.0026530509007843587,0.0060800187476516675,0.0439038842872057,0.003575390274883217,0.044036404312219904,0.026159452937803817,1.945582145644031,0.01869327472850358,0.12064888117343138,0.007129577345764161,0.03167228597839469,0.03206189485193645,0.1799065355587827,0.005730165881614169,0.10397256122564397,0.0,0.0
R65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R68B,2.392524869690628,0.16005331249710622,0.033284961224109975,0.14695055056474216,1.3739447069307824,0.2709219437990318,0.29037298808480877,0.01790749482873141,0.4515984697184684,0.017953917368792933,0.3420993033483577,0.10164215146469845,0.5572909878035345,1.2257639590544098,0.09529386911128558,1.5308412867037053,0.46049999177526496,0.27623732463607586,0.3366678661611598,0.011756508270579988,0.15470311475501602,0.7188298215826094,0.1410084654368676,0.3798756453234198,0.0460627653760434,0.5550046777055045,5.534855000819914,4.62974313160544,12.349950811456432,34.26575343925974,1.9103455517066328,0.0870654738853811,0.23478199636113836,2.4685069621363205,0.3291125977661474,10.820873581275064,0.3710553627117309,0.986107595986812,1.616827436532656,2.087911767441948,1.8541858838672087,1.7849466653654513,0.9892759343460106,32.53409984988492,19.838103819174897,1.7785171435669307,1.116229975779253,0.05931640056360742,0.6441823771636849,0.5091392081247226,0.47530878205488986,0.3889048293653854,0.9287989702808651,1.9016297198100822,7.162672973712135,3.115915705834281,2.4593385104741703,0.20417793682558116,4.0643398049261545,1.5416113159979778,1.2571804130410436,0.48899182573802297,0.7589505018307783,0.0,0.0
R68A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R69_70,0.1871377905509438,0.0646074801952593,0.006020236334402114,0.02854007956286548,0.384266094426676,0.05141103572245143,0.8759160275341478,0.031719002023875474,0.008642779843017841,0.0014746743107149193,0.04345427652947313,0.04010249847160278,0.017131610170081923,0.11514613532730614,0.11821972390897936,0.11491656148772599,0.021787907810507788,0.17353621577299447,0.05507881541833213,0.08661145750184253,0.01699386586633383,0.034846607979567554,0.021266640151225775,0.18840719884038704,0.010031026355302581,0.19313101819833647,0.8213071632697797,0.2981596993719099,2.9935645429329774,0.7770615322109303,0.20829639595413185,0.016407777358229184,0.09440076283536236,0.30748039725886434,0.024480673905348034,0.359118305952195,0.04383509901630611,0.12999551144509117,0.17223439705913993,0.3809494276619179,0.3085850525575501,0.14757546581952966,0.1050799976788913,0.8308034176222955,0.0,1.6084753461596388,0.1436808131527697,0.010681935712229864,0.1645504256049569,0.03538678171975617,0.1523641060263017,0.0442294258466438,0.060907290074967285,0.16836945394809036,0.842122758347948,0.19055709032633772,0.05568381000734339,0.02237669718731338,0.14553901081901854,0.06785122350509194,0.18146326541026242,0.012294354326692878,0.029561007931821957,0.0,0.0
R71,0.13320877931608946,0.05087264195084384,0.0003054708292660369,0.0020678025365700957,0.11755927375522941,0.0395232257558057,0.11920411668204654,0.0,0.013887173853555984,0.004582062438990553,0.05801595980444963,0.0666631340482882,0.017952285658404014,0.38254346926546773,0.029842150243682065,0.07552178809700329,0.43407404838703845,0.9902659352121994,0.04499820292649698,0.0015978474146223468,0.004088609560945417,0.008200716877988222,0.0,1.5596635609640923,0.03183945951196,0.47582956097209594,11.949995343131267,0.3665414973631469,1.663053687792597,0.07230259551166118,1.7895186111087364,0.007989237073111735,0.0,0.22987854790074147,0.0,0.01809327219498834,0.0011043945365772103,0.4301734208748721,6.492077543366692,0.02187641092666772,0.0015508519024275721,0.0013863676097458596,0.0,1.6668368265242763,0.0,0.12054348877959763,13.45307630741285,0.01050349697553219,0.0016683406829145094,0.2745947777540698,0.2135476074130572,0.0,0.053034435511803486,0.7304982415555812,6.734809363852706,1.0706987543335569,0.10635084409677562,0.1943499406814916,0.321308316875676,0.36734042107045806,0.7109716062386522,2.3497756097387457e-05,0.00857668097554642,0.0,0.0
R72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.24316675855655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R74_75,0.04340339540496765,0.0019466327329354083,0.0009672434906701175,4.416636943699168e-05,0.04105926534709931,0.00023739423572383025,0.011252486773309553,0.0003941848472251507,0.015706665131030164,0.0,0.0006591830638471007,0.0,0.0004825175860991341,0.00026499821662195005,2.981229936996938e-05,0.00035553927396778296,0.00015016565608577169,0.004546927733538293,0.000573058643444967,0.0001236658344235767,4.7478847144766054e-05,0.0005023924523457802,0.0,0.06529997721259219,0.00024181087266752938,0.04010637592649621,0.018072878373616992,0.0038700781219163953,0.06028157348531401,0.05694701259282113,0.000853515089369864,0.026396030694018073,0.0,0.004211263325817156,0.0002296651210723567,0.007200222377465568,0.02026242613845585,0.01582812264698189,0.11654621567033362,0.014430257054301104,0.01918807920190103,0.040497248296013595,0.0016739054016619848,0.01562274902909988,0.0,0.031850577319486546,0.0013492825863000958,0.0003963931656970003,0.041977925831388735,0.1590563462534381,0.012664706436057363,0.0030817084274660945,0.0006106000574664099,0.012647039888282566,0.11448916701380574,0.023468904559581456,0.003695620962640279,0.0006978286371044685,0.08515386443375587,0.01805189934813442,0.022052268259889943,4.416636943699168e-06,7.066619109918669e-05,0.0,0.0
R77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R80_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R84,0.011527318721870017,0.09746333955839005,0.0005328930795998305,0.0004207050628419715,0.08694571298734077,0.03211381979693716,0.08593602083652005,0.0002804700418946477,0.0,0.0,0.00235594835191504,0.015706322346100268,0.0,0.0,0.000953598142441802,0.0001963290293262534,0.011022472646459653,0.0007572691131155488,0.0,0.0007853161173050136,0.0,0.003814392569767208,0.0,0.11827421666697294,0.0,0.001935243289073069,0.1789679337329747,0.03668548147981991,0.1337842099837469,0.05766464061353956,0.43167144148005215,0.015257570279068832,0.013041856948101116,0.07418432608113432,0.015902651375426523,0.007516597122776557,0.005244789783429911,0.006310575942629572,0.004150956620040785,0.007516597122776557,3.6386780885202112,0.0,0.0,0.09474278015201198,0.0,0.435401693037251,0.056542760445960974,0.0014584442178521679,0.001935243289073069,0.05300883791808841,0.00022437603351571815,0.0026644653979991527,0.2584531436059178,0.014360066145005962,30.769751262169628,3.268317398198329,0.6693698019857661,2.673777003390055,0.03365640502735772,0.30638547376571307,4.1484884836721125,8.414101256839429e-05,0.017922035677067988,0.0,0.0
RP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
